,species,family,name,region,part,source
1255,Tagetes tenuifolia,Asteraceae,lemon gem,Trop & warm Am,flower; leaf,van_wyk_culinary_2014
1256,Tagetes tenuifolia,Asteraceae,orange gem,Trop & warm Am,flower; leaf,van_wyk_culinary_2014
1257,Talinum triangulare,Portulacaceae,talinum,N Am,leaf,van_wyk_culinary_2014
1258,Talinum triangulare,Portulacaceae,flameflower,N Am,leaf,van_wyk_culinary_2014
1259,Talinum triangulare,Portulacaceae,waterleaf,N Am,leaf,van_wyk_culinary_2014
1260,Tamarindus indica,Leguminosae,tamarind,N Afr,fruit pulp; leaf,van_wyk_culinary_2014
1261,Tamarindus indica,Leguminosae,Indian tamarind,N Afr,fruit pulp; leaf,van_wyk_culinary_2014
1262,Tanacetum balsamita,Asteraceae,alecost,Eur; C As,herb,van_wyk_culinary_2014
1263,Tanacetum balsamita,Asteraceae,costmary,Eur; C As,herb,van_wyk_culinary_2014
1264,Tanacetum vulgare,Asteraceae,tansy,Euras,herb,van_wyk_culinary_2014
1265,Taraxacum officinale,Asteraceae,dandelion,Euras,fresh leaf,van_wyk_culinary_2014
1266,Tetrapleura tetraptera,Leguminosae,aridan,Trop Afr,fruit,van_wyk_culinary_2014
1267,Tetrapleura tetraptera,Leguminosae,akpa,Trop Afr,fruit,van_wyk_culinary_2014
1268,Tetrapleura tetraptera,Leguminosae,dawo,Trop Afr,fruit,van_wyk_culinary_2014
1269,Tetrapleura tetraptera,Leguminosae,essanga,Trop Afr,fruit,van_wyk_culinary_2014
1270,Tetrapleura tetraptera,Leguminosae,sanga,Trop Afr,fruit,van_wyk_culinary_2014
1271,Theobroma cacao,Malvaceae,cacao,S Am (Andes),seed,van_wyk_culinary_2014
1272,Thonningia sanguinea,Balanophoraceae,ground pineapple,W Afr,roots,van_wyk_culinary_2014
1273,Thymus caespititius,Lamiaceae,Azores thyme,Euras,fresh leaves,van_wyk_culinary_2014
1274,Thymus caespititius,Lamiaceae,mountain thyme,Euras,fresh leaves,van_wyk_culinary_2014
1275,Thymus caespititius,Lamiaceae,tiny thyme,Euras,fresh leaves,van_wyk_culinary_2014
1276,Thymus capitatus,Lamiaceae,catir,Euras,flowering herb,van_wyk_culinary_2014
1277,Thymus capitatus,Lamiaceae,conehead thyme,Euras,flowering herb,van_wyk_culinary_2014
1278,Thymus capitatus,Lamiaceae,Cretan thyme,Euras,flowering herb,van_wyk_culinary_2014
1279,Thymus capitatus,Lamiaceae,Senegal savory,Euras,flowering herb,van_wyk_culinary_2014
1280,Thymus capitatus,Lamiaceae,zatir,Euras,flowering herb,van_wyk_culinary_2014
1281,Thymus ×citriodorus,Lamiaceae,lemon thyme,Euras,fresh leaves; fresh herb,van_wyk_culinary_2014
1282,Thymus herba-barona,Lamiaceae,caraway thyme,Sardinia; Corsica,leaf,van_wyk_culinary_2014
1283,Thymus hyemalis,Lamiaceae,lemon thyme,Euras,leaf,van_wyk_culinary_2014
1284,Thymus hyemalis,Lamiaceae,winter thyme,Euras,leaf,van_wyk_culinary_2014
1285,Thymus mastichina,Lamiaceae,mastic thyme,Euras,herb,van_wyk_culinary_2014
1286,Thymus mastichina,Lamiaceae,Spanish (wild) marjoram,Euras,herb,van_wyk_culinary_2014
1287,Thymus mastichina,Lamiaceae,Spanish thyme,Euras,herb,van_wyk_culinary_2014
1288,Thymus oenipontanus,Lamiaceae,Austrian thyme,Euras,fresh leaf,van_wyk_culinary_2014
1289,Thymus praecox,Lamiaceae,alba thyme,Euras,leaf; herb,van_wyk_culinary_2014
1290,Thymus praecox,Lamiaceae,creeping thyme,Euras,leaf; herb,van_wyk_culinary_2014
1291,Thymus praecox,Lamiaceae,hairy thyme,Euras,leaf; herb,van_wyk_culinary_2014
1292,Thymus pubescens,Lamiaceae,hairy thyme,Euras,leaf; herb,van_wyk_culinary_2014
1293,Thymus pulegioides,Lamiaceae,lemon thyme,Eur,herb,van_wyk_culinary_2014
1294,Thymus pulegioides,Lamiaceae,caraway thyme,Eur,herb,van_wyk_culinary_2014
1295,Thymus pulegioides,Lamiaceae,wild thyme,Eur,herb,van_wyk_culinary_2014
1296,Thymus pulegioides,Lamiaceae,herba barona,Eur,herb,van_wyk_culinary_2014
1297,Thymus quinquecostatus,Lamiaceae,Japanese thyme,Euras,herb,van_wyk_culinary_2014
1298,Thymus quinquecostatus,Lamiaceae,five-ribbed thyme,Euras,herb,van_wyk_culinary_2014
1299,Thymus serpyllum,Lamiaceae,wild thyme,Euras,leaf; herb,van_wyk_culinary_2014
1300,Thymus schimperi,Lamiaceae,Ethiopian thyme,N Afr,herb,van_wyk_culinary_2014
1301,Thymus vulgaris,Lamiaceae,common thyme,W Med; SE Italy,leaf; herb,van_wyk_culinary_2014
1302,Thymus vulgaris,Lamiaceae,garden thyme,W Med; SE Italy,leaf; herb,van_wyk_culinary_2014
1303,Thymus zygis,Lamiaceae,Spanish thyme,W Med,herb,van_wyk_culinary_2014
1304,Thymus zygis,Lamiaceae,sauce thyme,W Med,herb,van_wyk_culinary_2014
1305,Toddalia asiatica,Rutaceae,Lopez fruit,Trop OW,fruit,van_wyk_culinary_2014
1306,Toddalia asiatica,Rutaceae,wild orange tree,Trop OW,fruit,van_wyk_culinary_2014
1307,Trachyspermum ammi,Apiaceae,ajowan,Egypt; Ethiopia,fruit,van_wyk_culinary_2014
1308,Trachyspermum ammi,Apiaceae,bishop’s weed,Egypt; Ethiopia,fruit,van_wyk_culinary_2014
1309,Trachyspermum ammi,Apiaceae,omum,Egypt; Ethiopia,fruit,van_wyk_culinary_2014
1310,Trachyspermum ammi,Apiaceae,omam,Egypt; Ethiopia,fruit,van_wyk_culinary_2014
1311,Trachyspermum ammi,Apiaceae,white cumin,Egypt; Ethiopia,fruit,van_wyk_culinary_2014
1312,Trachyspermum ammi,Apiaceae,Ethiopian caraway,Egypt; Ethiopia,fruit,van_wyk_culinary_2014
1313,Trachyspermum roxburghianum,Apiaceae,ajmud,Indomal,fruit,van_wyk_culinary_2014
1314,Trachyspermum roxburghianum,Apiaceae,radhuni,Indomal,fruit,van_wyk_culinary_2014
1315,Treculia africana,Moraceae,African bread fruit,Afr,seed,van_wyk_culinary_2014
1316,Treculia africana,Moraceae,African boxwood,Afr,seed,van_wyk_culinary_2014
1317,Trigonella caerulea,Leguminosae,blue trefoil,Eur; W As,seed; herb,van_wyk_culinary_2014
1318,Trigonella corniculata,Leguminosae,clustered trefoil,Eur; Med; W As,seed,van_wyk_culinary_2014
1319,Trigonella foenumgraecum,Leguminosae,fenugreek,S Eur; W As,seed; herb,van_wyk_culinary_2014
1320,Triphasia trifolia,Rutaceae,lime berry,SE As,fruit,van_wyk_culinary_2014
1321,Triphasia trifolia,Rutaceae,trifoliate lime,SE As,fruit,van_wyk_culinary_2014
1322,Triphasia trifolia,Rutaceae,Chinese lime,SE As,fruit,van_wyk_culinary_2014
1323,Triphasia trifolia,Rutaceae,myrtle lime,SE As,fruit,van_wyk_culinary_2014
1324,Tropaeolum majus,Tropaeolaceae,Indian cress,Peru,bud; leaf; flower,van_wyk_culinary_2014
1325,Tropaeolum majus,Tropaeolaceae,garden nasturtium,Peru,bud; leaf; flower,van_wyk_culinary_2014
1326,Turneria diffusa,Turneraceae,damiana,Trop Am,fruit,van_wyk_culinary_2014
1327,Urophyllum arboreum,Rubiaceae,ki cengkeh,Trop OW; Jap,bruised leaves,van_wyk_culinary_2014
1328,Vaccaria hispanica,Caryophyllaceae,cow cockle,Euras; Med,herb,van_wyk_culinary_2014
1329,Vaccaria hispanica,Caryophyllaceae,cow herb,Euras; Med,herb,van_wyk_culinary_2014
1330,Vaccaria hispanica,Caryophyllaceae,dairy pink,Euras; Med,herb,van_wyk_culinary_2014
1331,Valerianella locusta,Caprifoliaceae,corn salad,Eur; Med,herb,van_wyk_culinary_2014
1332,Valerianella locusta,Caprifoliaceae,lamb’s lettuce,Eur; Med,herb,van_wyk_culinary_2014
1333,Valerianella locusta,Caprifoliaceae,mache,Eur; Med,herb,van_wyk_culinary_2014
1334,Vanilla planifolia,Orchidaceae,vanilla,Trop Am,fruit,van_wyk_culinary_2014
1335,Vanilla planifolia,Orchidaceae,Bourbon vanilla,Trop Am,fruit,van_wyk_culinary_2014
1336,Vanilla planifolia,Orchidaceae,Mexican vanilla,Trop Am,fruit,van_wyk_culinary_2014
1337,Verbascum densiflorum,Scrophulariaceae,large flowered mullein,C Eur,flower,van_wyk_culinary_2014
1338,Verbascum densiflorum,Scrophulariaceae,common mullein,C Eur,flower,van_wyk_culinary_2014
1339,Verbascum phlomoides,Scrophulariaceae,clasping mullein,S Eur,flower,van_wyk_culinary_2014
1340,Verbascum phlomoides,Scrophulariaceae,orange mullein,S Eur,flower,van_wyk_culinary_2014
1341,Verbena officinalis,Verbenaceae,common verbena,Euras; Afr; Am,leaf; herb,van_wyk_culinary_2014
1342,Verbena officinalis,Verbenaceae,European vervain,Euras; Afr; Am,leaf; herb,van_wyk_culinary_2014
1343,Verbena officinalis,Verbenaceae,lemon-scented verbena,Euras; Afr; Am,leaf; herb,van_wyk_culinary_2014
1344,Verbena officinalis,Verbenaceae,vervain,Euras; Afr; Am,leaf; herb,van_wyk_culinary_2014
1345,Vernonia amygdalina,Asteraceae,almond veronia,Trop Afr,leaf,van_wyk_culinary_2014
1346,Vernonia amygdalina,Asteraceae,bitter leaf,Trop Afr,leaf,van_wyk_culinary_2014
1347,Viola odorata,Violaceae,common violet,Euras; Afr,flower; herb,van_wyk_culinary_2014
1348,Viola odorata,Violaceae,florist’s violet,Euras; Afr,flower; herb,van_wyk_culinary_2014
1349,Viola odorata,Violaceae,garden violet,Euras; Afr,flower; herb,van_wyk_culinary_2014
1350,Viola odorata,Violaceae,sweet-scented violet,Euras; Afr,flower; herb,van_wyk_culinary_2014
1351,Vitex agnus-castus,Verbenaceae,chaste pepper,S Eur,fruit,van_wyk_culinary_2014
1352,Warburgia salutaris,Canellaceae,pepperbark tree,E Afr,leaf; bark,van_wyk_culinary_2014
1353,Wasabia japonica,Brassicaceae,Japanese horseradish,Jap,stem,van_wyk_culinary_2014
1354,Wasabia japonica,Brassicaceae,mountain hollyhock,Jap,stem,van_wyk_culinary_2014
1355,Wasabia japonica,Brassicaceae,wasabi,Jap,stem,van_wyk_culinary_2014
1356,Xylopia aethiopica,Annonaceae,African pepper,Trop W Afr,fruit,van_wyk_culinary_2014
1357,Xylopia aethiopica,Annonaceae,Ethiopian pepper,Trop W Afr,fruit,van_wyk_culinary_2014
1358,Xylopia aethiopica,Annonaceae,Guinea pepper,Trop W Afr,fruit,van_wyk_culinary_2014
1359,Xylopia aethiopica,Annonaceae,kimba pepper,Trop W Afr,fruit,van_wyk_culinary_2014
1360,Xylopia aethiopica,Annonaceae,negro pepper,Trop W Afr,fruit,van_wyk_culinary_2014
1361,Xylopia aethiopica,Annonaceae,grains of Selim,Trop W Afr,fruit,van_wyk_culinary_2014
1362,Xylopia aethiopica,Annonaceae,spice tree,Trop W Afr,fruit,van_wyk_culinary_2014
1363,Xylopia aromatica,Annonaceae,pachinhos,E Braz,seed,van_wyk_culinary_2014
1364,Xylopia aromatica,Annonaceae,pimenta de macaco,E Braz,seed,van_wyk_culinary_2014
1365,Xylopia aromatica,Annonaceae,pimenta de negro,E Braz,seed,van_wyk_culinary_2014
1366,Xylopia parviflora,Annonaceae,striped African pepper,Liberia,fruit,van_wyk_culinary_2014
1367,Xylopia sericea,Annonaceae,hairy peppper,Braz,seed,van_wyk_culinary_2014
1368,Zanthoxylum acanthopodium,Rutaceae,adaliman,Indonesia,fruit,van_wyk_culinary_2014
1369,Zanthoxylum acanthopodium,Rutaceae,tomar seed,Indonesia,fruit,van_wyk_culinary_2014
1370,Zanthoxylum ailanthoides,Rutaceae,yue jiao,Vietnam,fruit,van_wyk_culinary_2014
1371,Zanthoxylum alatum,Rutaceae,timur,Nepal,fruit,van_wyk_culinary_2014
1372,Zanthoxylum armatum,Rutaceae,zhu ye jiao,China,fruit,van_wyk_culinary_2014
1373,Zanthoxylum armatum,Rutaceae,Chinese pepper,China,fruit,van_wyk_culinary_2014
1374,Zanthoxylum bungeanum,Rutaceae,Chinese pepper,N China,leaf; fruit,van_wyk_culinary_2014
1375,Zanthoxylum piperitum,Rutaceae,sansho,E As,fruit; leaf,van_wyk_culinary_2014
1376,Zanthoxylum piperitum,Rutaceae,Japanese pepper,E As,fruit; leaf,van_wyk_culinary_2014
1377,Zanthoxylum rhetsa,Rutaceae,tippal,N Ind,fruit; seed,van_wyk_culinary_2014
1378,Zanthoxylum rhetsa,Rutaceae,Indian pepper,N Ind,fruit; seed,van_wyk_culinary_2014
1379,Zanthoxylum schinifolium,Rutaceae,sancho,C & E As,fruit; leaf,van_wyk_culinary_2014
1380,Zanthoxylum simulans,Rutaceae,Chinese pepper,China,fruit; leaf,van_wyk_culinary_2014
1381,Zanthoxylum simulans,Rutaceae,Sichuan pepper,China,fruit; leaf,van_wyk_culinary_2014
1382,Zanthoxylum simulans,Rutaceae,chuan jiao,China,fruit; leaf,van_wyk_culinary_2014
1383,Zanthoxylum tessmannii,Rutaceae,African pepper,Afr,fruit,van_wyk_culinary_2014
1384,Zingiber mioga,Zingiberaceae,mioga ginger,Jap,rhizome,van_wyk_culinary_2014
1385,Zingiber mioga,Zingiberaceae,Japanese (wild) ginger,Jap,rhizome,van_wyk_culinary_2014
1386,Zingiber officinale,Zingiberaceae,ginger,Ind,rhizome,van_wyk_culinary_2014
1387,Zingiber officinale,Zingiberaceae,common ginger,Ind,rhizome,van_wyk_culinary_2014
1388,Zingiber zerumbet,Zingiberaceae,wild ginger,Indomal,rhizome,van_wyk_culinary_2014
1389,Zingiber zerumbet,Zingiberaceae,zerumbet ginger,Indomal,rhizome,van_wyk_culinary_2014
1390,Ziziphora tenuior,Lamiaceae,ziziphora,C As (Turkey),leaf,van_wyk_culinary_2014
